,product_name,categories,destatis_category
285625,Ingwer gemahlen,Gewürze,Gewürze
285631,Cumin (Kreuzkümmel) gemahlen,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Groceries,Condiments,Gewürze,Ground cumin seeds",Gewürze
285632,Koriander gemahlen,Coriander seeds,Gewürze
285637,,"Fleisch,Tiefkühlprodukte,Tiefkühl-Fleisch,Frozen meat preparations,Hackfleischtaschen,Meat dumplings",Zubereitetes Hackfleisch
285642,Cherry Rispentomaten,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fresh foods,Frucht- und gemüsebasierte Lebensmittel,Fresh plant-based foods,Gemüsebasierte Lebensmittel,Fresh vegetables,Tomatoes and tomato products,Tomaten",Tomaten
285644,Die Biene Maja,Bonbons,Bonbons
285646,Sallos X-Plosiv,,"Kaugummi, Gummibärchen oder Ähnliches"
285650,Sarotti HERZ Kirschen ZARTBITTER-PRALINEN,,Pralinen
285652,Edelbitter,Bitterschokoladen,Schokoladentafel
285653,Eszet Schnitten feinste weiße Schokolade,"Sugary snacks,Chocolates,White chocolates",Schokoladentafel
285654,Scho-Ka-Kola,,Schokoladentafel
285655,Kakao,Kakaopulver,Kakaopulver oder Ähnliches
285656,Magische Momente - Erlesene dunkle Pralinen,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Sugary snacks,Confectioneries,Nuts and their products,Nut confectioneries,Pralinen",Pralinen
285668,Räucherlachs von Hand gesalzen,"Lachs,Räucherlachs",Räucherfisch
285669,Graved Lachs mit Senf-Dill-Sauce,Lachs,"Fischfilet, frisch oder gekühlt"
285671,"Feiner Thunfischsalat mit Ei, Paprika & Mais",Tuna salad,Verzehrfertige Salate
285676,Metzger Fleischsalat mit Gurke,Brotaufstriche,Feinkostsalat auf Fleischbasis
285681,Roter Paprika,"Brotaufstriche,Plant-based pâtés","Gemüseprodukt, vegetarisch oder vegan"
285682,Cheesana Rauch-Zwiebel,en:Spreads,Brotaufstrich auf Nougatbasis
285684,Senf nach russischer Art,"Groceries,Condiments,Sauces,Senfe,Senf nach russischer Art",Senf
285690,Waffeln mit Sonnenblumenhalva,,"Muffins, Waffeln oder andere Dauerbackwaren"
285694,Baby-Wasser,"Babynahrung,von Geburt an",Mineralwasser ohne Kohlensäure
285703,Rote,"Fleisch,Prepared meats,Würste",Wurstaufschnitt
285705,Dominosteine,Pralinen,Pralinen
285706,Edelmarzipan-Sterne,Marzipan,Kekse
285707,Schoko-Knabber-Mischung,"Süßwaren,Confectioneries,Bonbons,Schokoladenbonbons",Riegel oder andere Erzeugnisse aus Schokolade
285710,XOX Snack Knuffel Paprika,,Snacks
285711,Gemüse-Chips,Chips and fries,Kartoffelchips oder Kartoffelsticks
285712,Asia mixed hot Riceracker,Crackers,
285713,Asia mixed spicy ricecracker,Crackers,Salzgebäck
285715,Asia Krupuk,Crisps,Snacks
285717,Erdnüsse geröstet,Erdnüsse,"Erdnüsse, Studentenfutter oder Ähnliches"
285723,Schinken Würfel,Schinken,Gekochter Schinken oder anderes gegartes Fleisch
285726,Wok Gemüse Pfanne,Frozen ready-made meals,Fertiggericht aus Fleisch oder Fisch
285727,Nasi Goreng,Frozen ready-made meals,Fertiggericht aus Fleisch oder Fisch
285728,Tagliatelle Verde,"Meals,Fertiggerichte",Nudeln
285729,Hühnerfrikassee,"Hühnerfrikassee,en:Refrigerated meals,Fertiggerichte",Fertiggericht aus Fleisch oder Fisch
285731,japanisches Heilpflanzenöl,,"Gemüseprodukt, vegetarisch oder vegan"
285732,Rindfleisch in Brühe,viande de boeuf,Fertiggericht aus Fleisch oder Fisch
285733,Bioland Eier,Frische Eier,Eier
285736,PITTA TEE CLASSIC,,Früchtetee oder Kräutertee
285737,KAPHA TEE CLASIC,,Früchtetee oder Kräutertee
285740,Bundkarotten,Karotten,Möhren
285741,Cocktail-Rispentomaten,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fresh foods,Frucht- und gemüsebasierte Lebensmittel,Groceries,Condiments,Fresh plant-based foods,Gemüsebasierte Lebensmittel,Fresh vegetables,Gemüse basierte Lebensmittel und Getränke,Tomatoes and tomato products,Tomaten,Gemüse basierte Lebensmittel",Tomaten
285742,Radieschen Klasse I,Radieschen,"Hülsenfrüchte, Spargel, Radieschen oder Ähnliches"
285750,Weenies,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Meat analogues,Vegetarian sausages","Vitamintabletten, Magnesiumtabletten o.Ä."
285766,Butterschmalz,Butterschmalz,Schmalz oder anderes tierisches Speisefett
285767,Eier Demeter,,Eier
285768,Hafergebäck mit Rosinen,"Süßwaren,Biscuits and cakes,Kekse,Haferkekse",Kekse
285770,Gezuckerte Kondensmilch,"Milchprodukte,Milch,Kondensmilch",Kondensierte Milch
285772,Riga Sprotten in Rapsöl,Fischkonserve,Fischkonserve
285774,,Kondensmilch,Kondensierte Milch
285775,Kwas,"Getränke,Fermented foods,Fermented drinks,Kvass,Ungezuckerte Getränke",Mineralwasser ohne Kohlensäure
285777,Taschki Piroggen mit Sauerkraut-Pilz-Füllung,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Meals,Pastas,Stuffed Pastas",Nudeln
285778,Semmel Knödel,Fertiggerichte,Brötchen zum Fertigbacken
285781,Pfanni Brat Kartoffeln,,Kartoffeln
285782,Weißwurst Heinzi,Wurst,Wurstaufschnitt
285783,Bio Schafvollmilch,,Vollmilch
285785,geschabte Eierspätzle,Eierspätzle,Nudeln
285787,Bio Fruchtmüsli,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Mélanges de flocons de céréales,Mueslis,Mueslis aux fruits","Cornflakes, Müsli oder Ähnliches"
285791,Sojadrink natur,"Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Lebensmittel,Legumes and their products,Pflanzliche Getränke,Milchersatz,Pflanzenmilch,Legume milks,Sojamilch,Ungezuckerte Getränke","Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
285797,Vollmilch,Milchschokoladen,Schokoladentafel
285803,Ahoi-Brause-Pulver,Getränkepulver,Mineralwasser mit Kohlensäure
285814,Käse & Kürbiskern,Knäckebrot,Knäckebrot oder Zwieback
285815,,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot",Knäckebrot oder Zwieback
285816,,Knäckebrot,Knäckebrot oder Zwieback
285823,Tomate & Mozzarella,fr:Pains croustillants,Körnerbrot oder Vollkornbrot
285824,,Knäckebrot,Knäckebrot oder Zwieback
285833,Mozzarella Classic,"Milchprodukte,Käse,Italienischer Käse,Mozzarellas",Weichkäse
285836,,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Fruchtbasierte Lebensmittel,Dried products,Dried plant-based foods,Dörrobst",Trockenfrüchte
285837,,"en:cocoa beans,Kakao-Bohnen",Kakaopulver oder Ähnliches
285838,,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Fruchtbasierte Lebensmittel,Dried products,Dried plant-based foods,Dörrobst,Cocoa beans",Trockenfrüchte
285844,,Wodkas,Kein passendes Produkt.
285846,2014 tinto,"Roteweine,Spanische Weine",Weintrauben
285857,Abraham Schinkenspeck,,"Roher Schinken, Schinkenspeck oder Bauchspeck"
285858,SeeZüngle Birne,Erfrischungsgetränke,Fruchtsaft oder ähnlicher Fruchtsaft
285859,KitKat,"Sugary snacks,Confectioneries,Bars,Chocolate bars",Riegel oder andere Erzeugnisse aus Schokolade
285861,Kit Kat,Schokoriegel,Riegel oder andere Erzeugnisse aus Schokolade
285863,KitKat Singles,Schokoriegel,Riegel oder andere Erzeugnisse aus Schokolade
285865,Bio Vorzugsmilch,Vorzugsmilch,Vollmilch
285866,Butter-Boutique,Butter,Butter
285870,Meggle Alpenzart,"Spreads,Streichfette,Mischfette,Mischstreichfett",Margarine oder Pflanzenfett
285875,Feine Butter,Butter,Butter
285879,Joghurtbutter,"Spreads,Milchprodukte,Fette,Streichfette,Tierische Fette,Milchfette,Butter,Fettarme Butter",Butter
285880,Alpenbutter,Süßrahmbutter,Butter
285884,Unser feiner Pudding Bourbon-Vanille,"Desserts,Puddings",Fertigdessert
285885,Götterspeise,,Fertigdessert
285887,Kuchen Glasur,Baking,"Kuchen, Torte oder Tortenboden, frisch"
285892,Sahnefest,Sahnestandmittel,Sahne
285893,Unsere Hefe,Backhefe,Hefegebäck
285896,Tokusen wakame,,"Gemüseprodukt, vegetarisch oder vegan"
285898,Feine Nürnberger Oblaten-Lebkuchen,Lebkuchen,Kekse
285899,Feine Nürnberger Oblaten-Lebkuchen,Lebkuchen,Kekse
285900,Feine Cappuccino-Sticks,Schokoladen,Kekse
285901,Konditoren-Trüffelmischung ohne Alkohol,Pralinen,Pralinen
285902,Hafergebäck,Kekse,Kekse
285903,,Schwarztees,Schwarzer Tee oder grüner Tee
285904,Back Oblaten,"Waffeln,Wafers","Muffins, Waffeln oder andere Dauerbackwaren"
285905,Kokos Plätzchen,,Kekse
285906,Frische Vollmilch,Vollmilch,Vollmilch
285907,Feine Sauerrahm Butter,Sauerrahmbutter,Butter
285908,Passierte Tomaten Passata,fr:Purées de tomates,Tomaten
285909,Tomaten Stückchen Cubetti,fr:tomates en conserve,Tomaten
285910,Frische fettarme Milch,"Milchprodukte,Milch,Frischmilch,Teilentrahmte Milch",Teilentrahmte Milch
285911,Feine Süßrahmbutter,Süßrahmbutter,Butter
285912,Frische Vollmilch pasteurisiert,"Vollmilch,Nicht homogenisierte Milch,Traditionell hergestellte Milch",Vollmilch
285913,Crème Fraîche,Rahm,Frischkäse
285914,Kaffee 100% Arabica,Kaffees,Bohnenkaffee
285915,Sultaninen sonnengetrocknet,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried foods,Dried plant-based foods,Dried fruits,Raisins,Sultana raisins",Trockenfrüchte
285916,Walnusskerne,Walnüsse,"Erdnüsse, Studentenfutter oder Ähnliches"
285917,Mozzarella,Mozzarellas,Weichkäse
285918,bioladen* Schlagsahne,"Schlagsahne,Milchprodukte",Sahne
285919,Erdnüsse geröstet,Geröstete Erdnüsse,"Erdnüsse, Studentenfutter oder Ähnliches"
285921,San-apart,Sahnestandmittel,"Backpulver, Vanillezucker oder Ähnliches"
285927,Dickmann's Schoko Strolche,Schokoladen,Schokoladentafel
285934,Domino Star,Lebkuchen,Kekse
285935,Waffeleier,"Sugary snacks,Confectioneries","Muffins, Waffeln oder andere Dauerbackwaren"
285940,Butter milch drink,"Milchprodukte,Buttermilch",Buttermilch oder anderes Milchgetränk
285941,Frühlingskäse,,Frischkäse
285943,Joghurt mild & stichfest,Joghurt,Joghurt
285945,Kresse Quark,Speisequark Dreiviertelfettstufe,Frischkäse
285947,"Magerquark 0,3% Fett",Magerquark,Quark
285949,Frühlingsquark Activ,Quark,Quark
285950,Milram Frühlings Quark,Quark,Quark
285951,Schönramer Hell,Biere,N/A
285952,Milram Frühlings Quark leicht,"Milchprodukte,Käse,Frischkäse,Quark",Quark
285953,Sour Cream,"Milchprodukte,Käse,Frischkäse,Quark",Frischkäse
285954,Milram Frühlings Quark,"Milchprodukte,Käse,Frischkäse,Quark,Quark Fettstufe",Quark
285955,Puten-Fleischwurst,Würste,Wurstaufschnitt
285956,Puten-Salami,Würste,"Salami, Zervelatwurst oder andere Dauerwurst"
285960,Protein Müsli Schoko-Nuss,Müsli,"Cornflakes, Müsli oder Ähnliches"
285961,Protein müsli [choco-banane],"Céréales et dérivés,Mueslis,Mueslis au chocolat","Cornflakes, Müsli oder Ähnliches"
285964,3K Protein Shake Stracciatella,"Nahrungsergänzungsmittel,en:Dietary supplements,fr:Compléments alimentaires,fr:Protéine en poudre","Vitamintabletten, Magnesiumtabletten o.Ä."
285967,Protein Riegel Cranberries-Cassis,Proteinriegel,Sportriegel
285968,Protein Riegel Schoko-Nuss,,Sportriegel
285969,Protein Riegel Schoko-Banane,"Nahrungsergänzungsmittel,Bodybuilding supplements,Proteinriegel",Sportriegel
285970,Protein Riegel Kokos-Mandel,Proteinriegel,Sportriegel
285971,Protein Cookix Kakao-Nuss,en:Snacks,Kekse
285974,Arpa Şehriye,Nudeln,Nudeln
285976,Heiße Tasse Kürbis-Creme,Dehydrated soups,Fertigsuppe im Beutel oder Instantbrühe
285982,Spirli-Nudeln mit Fleischklößchen,,Nudelfertiggericht
285984,Reistopf mit Fleischklößchen,,Fertiggericht aus Fleisch oder Fisch
285986,6 Jäger-Hackbällchen in herzhafter Sauce,,Fertiggericht aus Fleisch oder Fisch
285989,Tomaten Cremesuppe,,Fertigsuppe im Beutel oder Instantbrühe
285990,Kartoffel Cremesuppe,Kartoffelsuppe,Fertigsuppe im Beutel oder Instantbrühe
285991,Pfifferling Rahmsuppe,,Fertigsuppe im Beutel oder Instantbrühe
285995,Erasco Linsen Eintopf mit Würdtchebn,,Fertiggericht aus Fleisch oder Fisch
286005,Apfelsaft,Apfelsaft,Apfelsaft oder ähnlicher Fruchtsaft
286006,Apfel-Mango-Saft,Fruchtsaft,Apfelsaft oder ähnlicher Fruchtsaft
286007,Stuttgarter Apfelsaft,Apfelsaft,Apfelsaft oder ähnlicher Fruchtsaft
286008,Traubensaft,Traubensaft,Apfelsaft oder ähnlicher Fruchtsaft
286009,Yoghurt-Gums,Sugary snacks,"Kaugummi, Gummibärchen oder Ähnliches"
286010,Tropen-Früchte,,Zitrusfrüchte
286011,Katjes Fred Ferkel ,Süßwaren,Bonbons
286016,Katjes Grün-Ohr Hase,Süßwaren,Bonbons
286017,Katjes für Dich Joghurt Himmlisch-Soft,,Kekse
286019,Ayran,Ayran,Buttermilch oder anderes Milchgetränk
286021,Schmalzfleisch mit geräuchertem Speck und Gewürzgurken,Fleisch,Feinkostsalat auf Fleischbasis
286024,Spekulatius Creme,Brotaufstriche,Brotaufstrich auf Nougatbasis
286028,Hafer natural,"Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Pflanzliche Getränke,Milchersatz,Pflanzenmilch,Getreidemilch,Ungezuckerte Getränke,Hafermilch",Haferflocken
286029,Cresoy soya,,"Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
286032,Big Babol GreenApple Flavour,en:chewing gum,"Kaugummi, Gummibärchen oder Ähnliches"
286039,Mandel Magic,Confectioneries,"Süße Mandeln, Kokosraspeln oder Ähnliches"
286042,Hanf Cracker,"Salty snacks,Appetizers,Crackers",Salzgebäck
286046,Bisschen Happy,Sugary snacks,Süßstoff
286047,Ökokloßteig,,Backmischung für Kuchen
286051,Rinds Bouillon,Brühen,Fertigsuppe im Beutel oder Instantbrühe
286053,Gemüse Boullion,Gemüsebrühen,Fertigsuppe im Beutel oder Instantbrühe
286054,Delikatesse Brühe,en:Bouillon powders,Fertigsuppe im Beutel oder Instantbrühe
286057,Quattro Formaggi,,"Pizza, Quiches oder Ähnliches"
286059,Sauce Hollandaise klassisch,"Groceries,Sauces","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
286060,Kräuter Käse Sauce,,"Soßenpulver, Soßenbinder oder Ähnliches"
286063,Tomato al Gusto Basilikum,"Groceries,Saucen,Tomatensaucen","Soßenpulver, Soßenbinder oder Ähnliches"
286066,Funghi Pasta in Pilz-Sauce,Dried meals,Nudelfertiggericht
286067,Panna,Fertiggerichte,Fertiggericht aus Fleisch oder Fisch
286068,Bolognese,"Meals,Fertiggerichte",Fertiggericht aus Fleisch oder Fisch
286073,Zitronen Butter Sauce,"Groceries,Sauces","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
286076,,"Тархун,Limonaden",Koffeinfreie Limonade
286077,,"Getränke,Fermented foods,Fermented drinks,Kvass,Ungezuckerte Getränke",Mineralwasser ohne Kohlensäure
286081,Joghurt-Früchte,Schaumzuckerware,Fertigdessert
286082,Veggie-Mix,Süßwaren,"Gemüseprodukt, vegetarisch oder vegan"
286083,Dschungel-Tiere,Süßwaren,Bonbons
286084,Veggie-Herzen,Süßwaren,Bonbons
286089,Leckere Walnüsse,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Nuts and their products,Nüsse,Walnüsse","Erdnüsse, Studentenfutter oder Ähnliches"
286091,Erdnüsse,Erdnüsse,"Erdnüsse, Studentenfutter oder Ähnliches"
286093,Erdnuss Creme,Erdnussbutter,"Erdnüsse, Studentenfutter oder Ähnliches"
286095,Milchreis Rundkorn,Milchreise,Reiszubereitung
286098,Penne Semola,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Nudeln",Nudeln
286099,Spirelli Semola,Nudeln,Nudeln
286100,Sonnenblumenkerne,de:Sonnenblumenkerne,"Erdnüsse, Studentenfutter oder Ähnliches"
286102,Kokosmilch,Kokosmilch,"Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
286103,Ajvar mild,"Groceries,Saucen","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
286105,Schafsquark pikant,Salted spreads,Frischkäse
286108,Pizza alla California,Tiefkühlpizza,"Pizza, Quiches oder Ähnliches"
286110,Heringsfilets in fruchtiger Tomaten-Creme,"Canned herrings,Heringe",Fischkonserve
286112,Sojola Streichfett,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Brotaufstriche,Pflanzliche Brotaufstriche,Streichfette,Streichfette",Margarine oder Pflanzenfett
286113,Tafelwasser Medium,"Getränke,Wasser,Ungezuckerte Getränke,Tafelwasser,Selterswasser",Mineralwasser mit Kohlensäure
286114,Frische Vollmilch,"Dairies,Milch,Vollmilch,Homogenisierte Milch,Traditionell hergestellte Frischmilch",Vollmilch
286115,Butter aus frischem Rahm,Süßrahmbutter,Butter
286116,Speisequark Fettstufe,"Milchprodukte,Käse,Frischkäse,Quark,Quark Fettstufe",Quark
286117,Frische Schlagsahne,"Schlagsahne,Milchprodukte",Sahne
286118,Albhof Buttermilch,Buttermilch,Buttermilch oder anderes Milchgetränk
286119,Speisequark Magerstufe,"Milchprodukte,Käse,Frischkäse,Quark,Magerquark",Quark
286120,Speisequarkzubereitung Halbfettstufe,"Milchprodukte,Käse,Frischkäse,Quark,Halbfettquark",Quark
286121,Speisequarkzubereitung Aprikose,"Milchprodukte,Käse,Frischkäse,Quark",Frischkäse
286122,Joghurt pur,"Dairies,Joghurt",Joghurt
286123,Birne-Banane Joghurt,"Milchprodukte,Joghurt",Joghurt
286132,Grana Padano D.O.P.,"Milchprodukte,Käse,Grana Padano",Hartkäse
286136,Tavuk Dilim Salam Etli,"Meats,Prepared meats,Sausages","Salami, Zervelatwurst oder andere Dauerwurst"
286138,Ayran,"Getränke,Carbonated drinks,Erfrischungsgetränke,Sugared beverages,Ayran",Buttermilch oder anderes Milchgetränk
286144,Tavuk Dilim Salam Fistikli,"Meats,Prepared meats,Sausages","Salami, Zervelatwurst oder andere Dauerwurst"
286156,Muskat ganz,Gewürze,Gewürze
286157,Zimt gemahlen,Zimt,Gewürze
286158,frische Vollmilch,"Dairies,Milks,Fresh milks,Homogenized milks,Extended shelf life milks,Whole milks",Vollmilch
286159,"Landliebe cremiger Joghurt mild 3,8% Fett",Joghurt,Joghurt
286161,Joghurt mit erlesenen Kirschen,Fruchtjoghurt,Joghurt
286162,Joghurt mit erlesenen Brombeeren,"Milchprodukte,Joghurt",Joghurt
286164,frische Landmilch,"Milchprodukte,Milch",Vollmilch
286165,Frische Kakaomilch,,"Vitamintabletten, Magnesiumtabletten o.Ä."
286167,"Landliebe frische Landmilch fettarm mit 1,5% Fett","Milchprodukte,Milch,Teilentrahmte Milch,Frischmilch,Länger haltbare Frischmilch,Homogenisierte Milch",Teilentrahmte Milch
286168,Landliebe Joghurt mit echter Vanille,"Milchprodukte,Joghurt,en:Vanilla yogurt",Joghurt
286169,Landliebe frische Landmilch,"Dairies,Milch,Vollmilch,Länger haltbare Frischmilch",Vollmilch
286170,Fruchtjoghurt,"Milchprodukte,Joghurt",Joghurt
286171,Sahne Pudding Schokolade,"Desserts,Puddings",Fertigdessert
286173,Landliebe frische Landmilch,"Milchprodukte,Milch,Frischmilch,Traditionell hergestellte Frischmilch,Homogenisierte Milch,Vollmilch",Vollmilch
286176,Grießpudding Zimt,"Milchprodukte,Desserts,Dairy desserts,Semolina desserts",Fertigdessert
286177,Milch Reis unterlegt mit Apfel,Milchreis,Reiszubereitung
286178,Landliebe Rahm Joghurt mild 10% Fett,"Milchprodukte,Joghurt",Joghurt
286179,,en:Flavoured milks,Buttermilch oder anderes Milchgetränk
286182,Landliebe frische Schlagsahne,"Schlagsahne,Milchprodukte",Sahne
286187,Cremiger Quark 20% Fett i. Tr.,Halbfettquark,Quark
286188,Cremiger Quark 20% Fett i. Tr.,Quarkzubereitung,Quark
286192,"Landliebe haltbare landmilch 1,5%Fett",,Vollmilch
286193,Joghurt auf Himbeeren,Joghurt,Joghurt
286194,"Landliebe Joghurt Original 3,8% Fett","Dairies,Йогурт,Plain yogurts",Joghurt
286197,Spezial-Backferment,,Backmischung für Kuchen
286201,Schlag-Sahne 32% Fett,"Milchprodukte,Sahne,Schlagsahne",Sahne
286203,Löwensenf extra scharf,Senf,Senf
286207,Honig Senfsauce,Senfe,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
286209,Schafskäse,"Käse,Schafskäse",Weichkäse
286210,BIOFETA,Feta,Weichkäse
286211,Alexandersalz gemahlen,Salz,Speisesalz
286212,Durstlöscher Erfrischungsgetränk Orange,,Colagetränk
286213,Berentzen Maracuja,,Früchtetee oder Kräutertee
286216,6 Bio-Eier,"Farming products,Vogeleier,Eier,Frische Eier,Eier aus ökologischer Erzeugung",Eier
286217,Ziegen-Camembert,"Milchprodukte,Käse,Weichkäse,Camembert,Goat cheese",Weichkäse
286218,Ziegen-Camembert,"Milchprodukte,Käse,Kuhmilchkäse,Weichkäse,Camembert,Goat cheese",Weichkäse
286219,Ziegen-Camembert,"Milchprodukte,Käse,Kuhmilchkäse,Weichkäse,Camembert,Goat cheese",Weichkäse
286220,Delikatess Bauch gegart,Bacon,"Roher Schinken, Schinkenspeck oder Bauchspeck"
286221,Altweisse Dunkel,"Bayerische Biere,Weissbier",Kein passendes Kategorie.
286222,Prinzen-Bock Weisse,"Getränke,Alkoholische Getränke,Biere,Beers from Germany,Bayerische Biere,Strong beers,Weissbier","Getreideprodukt, vegetarisch oder vegan"
286223,Alkoholfreie Weisse,"Getränke,Alkoholische Getränke,Biere,Alkoholfreie Getränke,Beers from Germany,Bayerische Biere,Alkoholfreie Weizenbiere","Getreideprodukt, vegetarisch oder vegan"
286224,Schmelzkäsezubereitung Sahne,Schmelzkäse,Weichkäse
286226,Christinen Spritzig,"Getränke,Kohlensäurehaltige Getränke,Wasser,Mineralwasser,Selterswasser,Mineralwasser mit Kohlensäure,Ungezuckerte Getränke",Mineralwasser mit Kohlensäure
286227,Spritzig,"Getränke,Wasser,Mineralwasser,Non-sugared beverages,Natürliches Mineralwasser,Natürliches Mineralwasser mit Kohlensäure versetzt",Mineralwasser mit Kohlensäure
286228,Christinen Medium,"Getränke,Kohlensäurehaltige Getränke,Wasser,Mineralwasser,Selterswasser,Mineralwasser mit Kohlensäure,Ungezuckerte Getränke",Mineralwasser mit Kohlensäure
286229,Multi-Vitamin,,"Vitamintabletten, Magnesiumtabletten o.Ä."
286230,Apfel-Kirsch-Zitrone,Fruchtnektare,Apfelsaft oder ähnlicher Fruchtsaft
286231,Stout Craft Beer,"Biere,Beers from Germany,Stout",Biere
286232,Auberginen Creme,Brotaufstriche,"Antipasti auf Gemüsebasis, ohne Oliven"
286236,vegan protein,"Nahrungsergänzungsmittel,Proteinpulver,Fitnessprodukt","Vitamintabletten, Magnesiumtabletten o.Ä."
286240,Bourbon Smoked Steaksauce,Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
286248,Belgische Waffel,,"Muffins, Waffeln oder andere Dauerbackwaren"
286250,Käsekuchen,Cheesecakes,"Kuchen, Torte oder Tortenboden, frisch"
286251,Hanseatenröllchen,"Fisch und Meeresfrüchte,Fisch,Heringe,Canned herrings",Fischkonserve
286252,Fusilli,Nudeln,Nudeln
286256,Muscle Protein Drink Vanilla-Cream Flavour,"Nahrungsergänzungsmittel,en:Dietary supplements,fr:Compléments alimentaires,en:Protein shakes","Vitamintabletten, Magnesiumtabletten o.Ä."
286257,Muscle Protein Drink Smooth Chocolate Flavour,"Nahrungsergänzungsmittel,Bodybuilding supplements,Proteinshakes","Vitamintabletten, Magnesiumtabletten o.Ä."
286258,Muscle Protein Drink Fruity Strawberry Flavour,"Nahrungsergänzungsmittel,en:Dietary supplements,en:Protein shakes,fr:Compléments alimentaires","Vitamintabletten, Magnesiumtabletten o.Ä."
286261,32% Protein-Bar White Chocolate-Banana Flavour,"Süßwaren,Nahrungsergänzungsmittel,Bars,Bodybuilding supplements,Proteinriegel,Energieriegel",Sportriegel
286262,"Low Carb, High Protein, Low Sugar, Peanut-Caramel Flavour","Nahrungsergänzungsmittel,en:Dietary supplements,en:Protein bars,fr:Compléments alimentaires","Vitamintabletten, Magnesiumtabletten o.Ä."
286263,Low Carb High Protein Low Sugar Protein Bar Red Fruits Flavour,"en:protein bars,Nahrungsergänzungsmittel,en:Dietary supplements,fr:Compléments alimentaires",Sportriegel
286265,Pure Creatine,de:Kreatin,"Vitamintabletten, Magnesiumtabletten o.Ä."
286266,32% Whey-Wafer Strawberry,"Nahrungsergänzungsmittel,Bodybuilding supplements,Proteinriegel",Sportriegel
286271,BodyShaper Crispy Hazelnut,Proteinriegel,Sportriegel
286272,Low Carb Protein Shake Cappuccino Flavour,"en:Protein shakes,Nahrungsergänzungsmittel,en:Dietary supplements,fr:Compléments alimentaires","Vitamintabletten, Magnesiumtabletten o.Ä."
286273,Low Carb Protein Shake Strawberry Flavour,"Protein shakes,de:Nahrungsergänzungsmittel,Dietary supplements,fr:Compléments alimentaires","Vitamintabletten, Magnesiumtabletten o.Ä."
286279,Edel Bitter Chili,"Sugary snacks,Schokoladen,Bitterschokoladen",Schokoladentafel
286282,Zartbitter-Schokolade Feine Bitter mit 71 % Kakao,"Sugary snacks,Schokoladen,Bitterschokoladen",Schokoladentafel
286283,Feine Bitter Orange,"Süßwaren,Schokoladen,Bitterschokoladen,Chocolats noirs extra fin,Chocolats à l'orange",Schokoladentafel
286284,Vollmilch,"Sugary snacks,Schokoladen,Milchschokoladen",Schokoladentafel
286296,Rice Choc - Vivani,,Reis
286298,Felix schoky,,Kekse
286299,White vanilla ,"Süßwaren,Schokoladen,Weiße Schokoladen",Schokoladentafel
286300,Choco Cookie Vegan,"Schokoladen,Süßwaren",Kekse
286308,Bio Zartbitterschokolade mit Mandeln,"Schokoladen mit Mandeln,Schokoladen",Schokoladentafel
286312,hohes C milder Multivitamin,,Multivitaminsaft
286313,Heimische Früchte Apfel & Johannisbeere,Fruchtsaft,Apfelsaft oder ähnlicher Fruchtsaft
286314,hohes C PLUS Eisen,Fruchtsaft,Apfelsaft oder ähnlicher Fruchtsaft
286316,Orange-Maracuja,,Orangensaft oder ähnlicher Fruchtsaft
286317,Traube,Traubensaft,Apfelsaft oder ähnlicher Fruchtsaft
